"water_in"
0
0
0
0.013229787
0.014008253
0.003891296
0
0.002334365
0
0
0
0
0
0
0
0
0.005447196
0
0.002579684
0.004512006
0.012031673
0.012031673
0.012031673
0.012031673
0.008884122
0.001329029
0.013162978
0.001563477
0.005728622
0
0
0
0.001297099
0.001297099
0.001297099
0
0
0
0
0.002760505
0.006840912
0.000950349
0.004881863
0.00084403
0.000151925
0
0
0
0
0
0.000199995
0
0
0
0
0
0
0
0
0
0
0
0
0.001679885
0.00166135
0.002151408
0.000853912
0.001725772
0
0.011672857
0
0
0.028550693
0.02771419
0.015387045
0.000424139
0
0
0.007271689
0.003218946
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001028152
0
0.000528088
0
0
0
0
0
0
0
0
0.018951629
0.017149582
0.012637406
0.02249046
0.025339908
0.022551585
0.00071203
0
0
0
0
0
0
0
0
0.000766813
0
0
0
0
0
0.006086111
0.0010955
0.000301104
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001276284
0.003387184
0
0
0.000880385
0.00683213
0
0.035319717
0.02954444
0.021243398
0.041448549
0.020615444
0.002210206
0
0
0
0.000854993
0
0
6.1168e-05
0
0
0.005759096
0.003889858
0.010672682
0
0
0.080501618
0.072450056
0.01304101
0.002347382
0.000422529
0
0
0
0
0.001352861
0
0.000289639
0
0
0
0.003891296
0.001297099
0.001297099
0.001297099
0
0
0
0.004030556
9.1256e-05
0
0
0
0.002334365
0
0
0
0
0
0
0
0
0
0
0
0
0.001556931
0.003891296
0
0
0
0
0
0.003891791
0.000201593
0.003372663
0.003372663
0.003372663
0.005447196
0.002334365
0
0
0
0.003891296
0
0
0.001556931
0
0.001860461
0
0.003891296
0.001556931
0.002334365
0.003761562
0.007782592
0.006225661
0.015564153
0.003891296
0.006225661
0.001556931
0.002334365
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003891296
0.007782592
0
0
0
0
0
0.002334365
0
0
0
0
0
0
0
0
0.001556931
0
0
0.002334365
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001556931
0.006225661
0.001556931
0
0.004669761
0.001556931
0.002334365
0.001556931
0
0
0
0
0
0.000778465
0.000778465
0.000778465
