Precip_m
0
0.002598751
0.023388761
0.026853762
0.006930003
0.006063753
0
0.002598751
0
0
0
0
0
0
0
0
0.010395005
0.002598751
0
0
0.002598751
0.001732501
0.04417877
0.142931316
0.002598751
0.001732501
0
0
0
0
0.002598751
0
0
0
0
0
0
0.04331252
0.004331252
0.011261255
0.019923759
0
0
0
0
0
0
0
0
0.02165626
0.039847518
0.039847518
0.02165626
0.035516266
0
0
0
0.037248767
0
0
0
0
0.028586263
0
0
0.012993756
0.02252251
0
0.058905027
0
0
0
0
0
0.061503778
0
0
0.052841274
0.088357541
0.059771278
0.02165626
0
0
0.008662504
0
0.008662504
0.004331252
0
0.051108774
0.04417877
0
0
0.019057509
0
0
0
0
0
0
0
0
0
0.005197502
0
0.010395005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015592507
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.006930003
0.006063753
0.052841274
0.04417877
0.025987512
0.009528754
0
0
0
0
0.024255011
0.054573775
0
0
0
0
0.04417877
0.015592507
0
0
0.02165626
0.008662504
0.008662504
0.002598751
0.004331252
0
0
0.017325008
0.032917515
0.048510022
0.046777522
0
0.025987512
0.017325008
0.04417877
0.019923759
0
0.02252251
0.04331252
0.02252251
0.037248767
0
0
0
0
0
0
0
0
0
0
0
0.02165626
0.008662504
0
0
0
0
0.013860006
0
0.004331252
0
0.006063753
0
0
0
0.009528754
0.008662504
0.004331252
0.070166282
0.019923759
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004331252
0
0
0
0
0
0.031185014
0
0.025987512
0.004331252
0
0
0
0
0
0.002598751
0.010395005
0.006930003
0
0.017325008
0.002598751
0.001732501
0
0.013860006
0.001732501
0
0.008662504
0.013860006
0.017325008
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001732501
0.009528754
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001732501
0
0
0
0
0.012993756
0.002598751
0.001732501
0
0
0
0
0
0
0
0
0
0
0
0
0.002598751
0
0
0
0
